Team,Spielernummer,Anzahl,Event,Jahr
1. ASC Badener Greifs,1.0,5,1-Extra-Punkt,2021
1. ASC Badener Greifs,1.0,6,Touchdown,2021
1. ASC Badener Greifs,3.0,1,First Down,2021
1. ASC Badener Greifs,3.0,4,Touchdown,2021
1. ASC Badener Greifs,4.0,7,Touchdown,2021
1. ASC Badener Greifs,4.0,17,Interception,2021
1. ASC Badener Greifs,4.0,2,1-Extra-Punkt,2021
1. ASC Badener Greifs,5.0,1,Interception,2021
1. ASC Badener Greifs,6.0,15,Touchdown,2021
1. ASC Badener Greifs,6.0,5,1-Extra-Punkt,2021
1. ASC Badener Greifs,6.0,8,Interception,2021
1. ASC Badener Greifs,10.0,1,First Down,2021
1. ASC Badener Greifs,11.0,1,Strafe,2021
1. ASC Badener Greifs,12.0,1,1-Extra-Punkt,2021
1. ASC Badener Greifs,12.0,1,Interception,2021
1. ASC Badener Greifs,12.0,1,First Down,2021
1. ASC Badener Greifs,13.0,6,1-Extra-Punkt,2021
1. ASC Badener Greifs,13.0,5,Touchdown,2021
1. ASC Badener Greifs,14.0,1,1-Extra-Punkt,2021
1. ASC Badener Greifs,14.0,2,Touchdown,2021
1. ASC Badener Greifs,14.0,2,First Down,2021
1. ASC Badener Greifs,15.0,1,Safety (+2),2021
1. ASC Badener Greifs,16.0,1,Touchdown,2021
1. ASC Badener Greifs,16.0,2,1-Extra-Punkt,2021
1. ASC Badener Greifs,17.0,8,1-Extra-Punkt,2021
1. ASC Badener Greifs,17.0,2,First Down,2021
1. ASC Badener Greifs,17.0,3,Touchdown,2021
1. ASC Badener Greifs,17.0,1,Strafe,2021
1. ASC Badener Greifs,19.0,1,Interception,2021
1. ASC Badener Greifs,19.0,23,1-Extra-Punkt,2021
1. ASC Badener Greifs,19.0,14,First Down,2021
1. ASC Badener Greifs,19.0,43,Touchdown,2021
1. ASC Badener Greifs,19.0,2,Strafe,2021
1. ASC Badener Greifs,31.0,1,Touchdown,2021
1. ASC Badener Greifs,31.0,1,Strafe,2021
1. ASC Badener Greifs,31.0,5,Interception,2021
1. ASC Badener Greifs,36.0,7,Interception,2021
1. ASC Badener Greifs,36.0,1,Touchdown,2021
1. ASC Badener Greifs,36.0,2,1-Extra-Punkt,2021
1. ASC Badener Greifs,36.0,2,First Down,2021
1. ASC Badener Greifs,44.0,2,Strafe,2021
1. ASC Badener Greifs,70.0,6,1-Extra-Punkt,2021
1. ASC Badener Greifs,70.0,6,First Down,2021
1. ASC Badener Greifs,70.0,1,2-Extra-Punkte,2021
1. ASC Badener Greifs,70.0,6,Touchdown,2021
1. ASC Badener Greifs,83.0,4,1-Extra-Punkt,2021
1. ASC Badener Greifs,83.0,7,First Down,2021
1. ASC Badener Greifs,83.0,11,Touchdown,2021
1. ASC Badener Greifs,99.0,31,Touchdown,2021
1. ASC Badener Greifs,99.0,1,2-Extra-Punkte,2021
1. ASC Badener Greifs,99.0,22,1-Extra-Punkt,2021
1. ASC Badener Greifs,99.0,12,First Down,2021
1. ASC Badener Greifs,99.0,2,Strafe,2021
1. ASC Badener Greifs,0.0,2,Strafe,2022
1. ASC Badener Greifs,2.0,1,Safety (+2),2022
1. ASC Badener Greifs,3.0,4,Touchdown,2022
1. ASC Badener Greifs,3.0,1,First Down,2022
1. ASC Badener Greifs,4.0,12,Interception,2022
1. ASC Badener Greifs,4.0,6,Touchdown,2022
1. ASC Badener Greifs,4.0,1,Safety (+2),2022
1. ASC Badener Greifs,4.0,1,1-Extra-Punkt,2022
1. ASC Badener Greifs,6.0,2,1-Extra-Punkt,2022
1. ASC Badener Greifs,6.0,8,Interception,2022
1. ASC Badener Greifs,6.0,5,Touchdown,2022
1. ASC Badener Greifs,9.0,1,Interception,2022
1. ASC Badener Greifs,11.0,1,First Down,2022
1. ASC Badener Greifs,11.0,5,Interception,2022
1. ASC Badener Greifs,11.0,1,Touchdown,2022
1. ASC Badener Greifs,11.0,2,Strafe,2022
1. ASC Badener Greifs,11.0,1,1-Extra-Punkt,2022
1. ASC Badener Greifs,13.0,1,Touchdown,2022
1. ASC Badener Greifs,14.0,1,First Down,2022
1. ASC Badener Greifs,14.0,1,1-Extra-Punkt,2022
1. ASC Badener Greifs,14.0,1,Touchdown,2022
1. ASC Badener Greifs,17.0,3,1-Extra-Punkt,2022
1. ASC Badener Greifs,17.0,5,Touchdown,2022
1. ASC Badener Greifs,17.0,5,First Down,2022
1. ASC Badener Greifs,19.0,23,First Down,2022
1. ASC Badener Greifs,19.0,32,1-Extra-Punkt,2022
1. ASC Badener Greifs,19.0,72,Touchdown,2022
1. ASC Badener Greifs,19.0,3,2-Extra-Punkte,2022
1. ASC Badener Greifs,22.0,1,Strafe,2022
1. ASC Badener Greifs,23.0,1,Safety (+2),2022
1. ASC Badener Greifs,25.0,3,First Down,2022
1. ASC Badener Greifs,25.0,1,1-Extra-Punkt,2022
1. ASC Badener Greifs,25.0,3,Touchdown,2022
1. ASC Badener Greifs,27.0,6,First Down,2022
1. ASC Badener Greifs,27.0,1,1-Extra-Punkt,2022
1. ASC Badener Greifs,27.0,4,Touchdown,2022
1. ASC Badener Greifs,31.0,2,Touchdown,2022
1. ASC Badener Greifs,31.0,3,Interception,2022
1. ASC Badener Greifs,31.0,1,Strafe,2022
1. ASC Badener Greifs,33.0,1,Touchdown,2022
1. ASC Badener Greifs,42.0,3,1-Extra-Punkt,2022
1. ASC Badener Greifs,42.0,2,Touchdown,2022
1. ASC Badener Greifs,42.0,4,Interception,2022
1. ASC Badener Greifs,44.0,3,Strafe,2022
1. ASC Badener Greifs,69.0,1,Strafe,2022
1. ASC Badener Greifs,70.0,7,Touchdown,2022
1. ASC Badener Greifs,70.0,1,2-Extra-Punkte,2022
1. ASC Badener Greifs,70.0,7,1-Extra-Punkt,2022
1. ASC Badener Greifs,70.0,1,Strafe,2022
1. ASC Badener Greifs,70.0,11,First Down,2022
1. ASC Badener Greifs,83.0,26,First Down,2022
1. ASC Badener Greifs,83.0,25,Touchdown,2022
1. ASC Badener Greifs,83.0,9,1-Extra-Punkt,2022
1. ASC Badener Greifs,83.0,1,Strafe,2022
1. ASC Badener Greifs,99.0,1,Strafe,2022
1. ASC Badener Greifs,99.0,10,First Down,2022
1. ASC Badener Greifs,99.0,27,Touchdown,2022
1. ASC Badener Greifs,99.0,34,1-Extra-Punkt,2022
1. ASC Badener Greifs,3.0,8,Touchdown,2023
1. ASC Badener Greifs,4.0,7,Interception,2023
1. ASC Badener Greifs,4.0,14,Touchdown,2023
1. ASC Badener Greifs,4.0,7,1-Extra-Punkt,2023
1. ASC Badener Greifs,4.0,5,First Down,2023
1. ASC Badener Greifs,6.0,5,Interception,2023
1. ASC Badener Greifs,6.0,1,2-Extra-Punkte,2023
1. ASC Badener Greifs,6.0,3,Touchdown,2023
1. ASC Badener Greifs,6.0,3,1-Extra-Punkt,2023
1. ASC Badener Greifs,9.0,1,First Down,2023
1. ASC Badener Greifs,9.0,2,Touchdown,2023
1. ASC Badener Greifs,10.0,1,Touchdown,2023
1. ASC Badener Greifs,10.0,3,First Down,2023
1. ASC Badener Greifs,10.0,1,1-Extra-Punkt,2023
1. ASC Badener Greifs,11.0,2,Interception,2023
1. ASC Badener Greifs,12.0,3,1-Extra-Punkt,2023
1. ASC Badener Greifs,12.0,5,Touchdown,2023
1. ASC Badener Greifs,12.0,1,Strafe,2023
1. ASC Badener Greifs,12.0,4,First Down,2023
1. ASC Badener Greifs,17.0,2,1-Extra-Punkt,2023
1. ASC Badener Greifs,17.0,1,Touchdown,2023
1. ASC Badener Greifs,17.0,3,First Down,2023
1. ASC Badener Greifs,19.0,15,First Down,2023
1. ASC Badener Greifs,19.0,11,1-Extra-Punkt,2023
1. ASC Badener Greifs,19.0,1,Strafe,2023
1. ASC Badener Greifs,19.0,12,Touchdown,2023
1. ASC Badener Greifs,21.0,1,Strafe,2023
1. ASC Badener Greifs,21.0,1,First Down,2023
1. ASC Badener Greifs,25.0,8,Touchdown,2023
1. ASC Badener Greifs,25.0,1,Strafe,2023
1. ASC Badener Greifs,25.0,3,First Down,2023
1. ASC Badener Greifs,25.0,3,1-Extra-Punkt,2023
1. ASC Badener Greifs,31.0,2,Strafe,2023
1. ASC Badener Greifs,31.0,1,First Down,2023
1. ASC Badener Greifs,32.0,3,1-Extra-Punkt,2023
1. ASC Badener Greifs,32.0,6,First Down,2023
1. ASC Badener Greifs,32.0,9,Touchdown,2023
1. ASC Badener Greifs,32.0,1,Strafe,2023
1. ASC Badener Greifs,70.0,1,1-Extra-Punkt,2023
1. ASC Badener Greifs,70.0,4,First Down,2023
1. ASC Badener Greifs,70.0,1,Touchdown,2023
1. ASC Badener Greifs,80.0,4,Touchdown,2023
1. ASC Badener Greifs,80.0,2,1-Extra-Punkt,2023
1. ASC Badener Greifs,80.0,2,First Down,2023
1. ASC Badener Greifs,83.0,2,1-Extra-Punkt,2023
1. ASC Badener Greifs,83.0,17,First Down,2023
1. ASC Badener Greifs,83.0,8,Touchdown,2023
1. ASC Badener Greifs,93.0,1,Strafe,2023
1. ASC Badener Greifs,99.0,2,1-Extra-Punkt,2023
1. ASC Badener Greifs,99.0,2,Touchdown,2023
1. ASC Badener Greifs,1.0,13,First Down,2024
1. ASC Badener Greifs,1.0,10,1-Extra-Punkt,2024
1. ASC Badener Greifs,1.0,1,2-Extra-Punkte,2024
1. ASC Badener Greifs,1.0,10,Touchdown,2024
1. ASC Badener Greifs,3.0,1,Touchdown,2024
1. ASC Badener Greifs,3.0,1,First Down,2024
1. ASC Badener Greifs,4.0,22,Touchdown,2024
1. ASC Badener Greifs,4.0,2,Strafe,2024
1. ASC Badener Greifs,4.0,4,1-Extra-Punkt,2024
1. ASC Badener Greifs,4.0,11,Interception,2024
1. ASC Badener Greifs,4.0,5,First Down,2024
1. ASC Badener Greifs,4.0,3,2-Extra-Punkte,2024
1. ASC Badener Greifs,6.0,7,Interception,2024
1. ASC Badener Greifs,6.0,4,Touchdown,2024
1. ASC Badener Greifs,6.0,2,Strafe,2024
1. ASC Badener Greifs,9.0,1,First Down,2024
1. ASC Badener Greifs,11.0,2,1-Extra-Punkt,2024
1. ASC Badener Greifs,11.0,2,Interception,2024
1. ASC Badener Greifs,11.0,2,Touchdown,2024
1. ASC Badener Greifs,19.0,1,Strafe,2024
1. ASC Badener Greifs,19.0,14,Touchdown,2024
1. ASC Badener Greifs,19.0,1,2-Extra-Punkte,2024
1. ASC Badener Greifs,19.0,5,1-Extra-Punkt,2024
1. ASC Badener Greifs,19.0,6,First Down,2024
1. ASC Badener Greifs,20.0,3,Touchdown,2024
1. ASC Badener Greifs,21.0,1,Touchdown,2024
1. ASC Badener Greifs,22.0,1,Touchdown,2024
1. ASC Badener Greifs,22.0,1,Interception,2024
1. ASC Badener Greifs,28.0,6,Touchdown,2024
1. ASC Badener Greifs,28.0,8,1-Extra-Punkt,2024
1. ASC Badener Greifs,28.0,8,First Down,2024
1. ASC Badener Greifs,29.0,4,1-Extra-Punkt,2024
1. ASC Badener Greifs,29.0,11,First Down,2024
1. ASC Badener Greifs,29.0,2,2-Extra-Punkte,2024
1. ASC Badener Greifs,29.0,10,Touchdown,2024
1. ASC Badener Greifs,31.0,5,Interception,2024
1. ASC Badener Greifs,31.0,1,1-Extra-Punkt,2024
1. ASC Badener Greifs,31.0,1,Strafe,2024
1. ASC Badener Greifs,32.0,16,First Down,2024
1. ASC Badener Greifs,32.0,4,1-Extra-Punkt,2024
1. ASC Badener Greifs,32.0,2,Strafe,2024
1. ASC Badener Greifs,32.0,10,Touchdown,2024
1. ASC Badener Greifs,70.0,4,Touchdown,2024
1. ASC Badener Greifs,70.0,8,First Down,2024
1. ASC Badener Greifs,84.0,2,Touchdown,2024
1. ASC Badener Greifs,84.0,1,1-Extra-Punkt,2024
1. ASC Badener Greifs II,1.0,1,1-Extra-Punkt,2024
1. ASC Badener Greifs II,1.0,1,Interception,2024
1. ASC Badener Greifs II,1.0,1,Touchdown,2024
1. ASC Badener Greifs II,3.0,1,First Down,2024
1. ASC Badener Greifs II,6.0,2,1-Extra-Punkt,2024
1. ASC Badener Greifs II,6.0,1,First Down,2024
1. ASC Badener Greifs II,6.0,6,Touchdown,2024
1. ASC Badener Greifs II,7.0,1,Touchdown,2024
1. ASC Badener Greifs II,7.0,4,Interception,2024
1. ASC Badener Greifs II,7.0,1,First Down,2024
1. ASC Badener Greifs II,9.0,1,1-Extra-Punkt,2024
1. ASC Badener Greifs II,10.0,2,1-Extra-Punkt,2024
1. ASC Badener Greifs II,10.0,3,First Down,2024
1. ASC Badener Greifs II,10.0,5,Touchdown,2024
1. ASC Badener Greifs II,11.0,2,Touchdown,2024
1. ASC Badener Greifs II,11.0,2,Strafe,2024
1. ASC Badener Greifs II,11.0,1,Interception,2024
1. ASC Badener Greifs II,12.0,1,First Down,2024
1. ASC Badener Greifs II,12.0,1,Touchdown,2024
1. ASC Badener Greifs II,13.0,4,Touchdown,2024
1. ASC Badener Greifs II,13.0,6,1-Extra-Punkt,2024
1. ASC Badener Greifs II,13.0,4,First Down,2024
1. ASC Badener Greifs II,16.0,1,2-Extra-Punkte,2024
1. ASC Badener Greifs II,16.0,10,Touchdown,2024
1. ASC Badener Greifs II,16.0,3,1-Extra-Punkt,2024
1. ASC Badener Greifs II,16.0,9,First Down,2024
1. ASC Badener Greifs II,16.0,1,Strafe,2024
1. ASC Badener Greifs II,18.0,3,Touchdown,2024
1. ASC Badener Greifs II,18.0,2,1-Extra-Punkt,2024
1. ASC Badener Greifs II,23.0,1,Touchdown,2024
1. ASC Badener Greifs II,23.0,8,Interception,2024
1. ASC Badener Greifs II,25.0,3,First Down,2024
1. ASC Badener Greifs II,25.0,1,Touchdown,2024
1. ASC Badener Greifs II,28.0,2,First Down,2024
1. ASC Badener Greifs II,28.0,5,Touchdown,2024
1. ASC Badener Greifs II,29.0,1,1-Extra-Punkt,2024
1. ASC Badener Greifs II,29.0,4,First Down,2024
1. ASC Badener Greifs II,29.0,6,Touchdown,2024
1. ASC Badener Greifs II,32.0,5,First Down,2024
1. ASC Badener Greifs II,32.0,1,Touchdown,2024
1. ASC Badener Greifs II,33.0,3,Interception,2024
1. ASC Badener Greifs II,51.0,1,First Down,2024
1. ASC Badener Greifs II,64.0,3,Touchdown,2024
1. ASC Badener Greifs II,64.0,2,First Down,2024
1. ASC Badener Greifs II,69.0,3,1-Extra-Punkt,2024
1. ASC Badener Greifs II,69.0,5,Touchdown,2024
1. ASC Badener Greifs II,69.0,5,First Down,2024
1. ASC Badener Greifs II,70.0,1,Touchdown,2024
1. ASC Badener Greifs II,70.0,2,First Down,2024
1. ASC Badener Greifs II,77.0,3,Touchdown,2024
1. ASC Badener Greifs II,77.0,1,2-Extra-Punkte,2024
1. ASC Badener Greifs II,87.0,1,Touchdown,2024
1. ASC Badener Greifs II,90.0,1,First Down,2024
1. ASC Badener Greifs II,90.0,1,1-Extra-Punkt,2024
1. ASC Badener Greifs II,90.0,2,Touchdown,2024
1. ASC Badener Greifs II,93.0,1,First Down,2024
1. ASC Badener Greifs II,94.0,3,Touchdown,2024
1. ASC Badener Greifs II,94.0,1,2-Extra-Punkte,2024
1. ASC Badener Greifs II,96.0,1,Interception,2024
1. ASC Badener Greifs II,99.0,14,First Down,2024
1. ASC Badener Greifs II,99.0,1,Interception,2024
1. ASC Badener Greifs II,99.0,18,Touchdown,2024
1. ASC Badener Greifs II,99.0,12,1-Extra-Punkt,2024
A1,11.0,1,Overtime,2021
Aachen Emperors,0.0,1,Strafe,2023
Aachen Emperors,1.0,2,First Down,2023
Aachen Emperors,1.0,1,Touchdown,2023
Aachen Emperors,1.0,1,Strafe,2023
Aachen Emperors,1.0,1,1-Extra-Punkt,2023
Aachen Emperors,2.0,2,First Down,2023
Aachen Emperors,2.0,3,Touchdown,2023
Aachen Emperors,2.0,1,Strafe,2023
Aachen Emperors,2.0,3,1-Extra-Punkt,2023
Aachen Emperors,3.0,1,Safety (+2),2023
Aachen Emperors,3.0,16,Interception,2023
Aachen Emperors,3.0,4,Touchdown,2023
Aachen Emperors,4.0,3,1-Extra-Punkt,2023
Aachen Emperors,4.0,4,First Down,2023
Aachen Emperors,4.0,2,Touchdown,2023
Aachen Emperors,4.0,1,Strafe,2023
Aachen Emperors,5.0,3,Touchdown,2023
Aachen Emperors,5.0,3,1-Extra-Punkt,2023
Aachen Emperors,5.0,1,2-Extra-Punkte,2023
Aachen Emperors,5.0,4,First Down,2023
Aachen Emperors,7.0,2,First Down,2023
Aachen Emperors,7.0,1,Strafe,2023
Aachen Emperors,7.0,4,Touchdown,2023
Aachen Emperors,7.0,10,1-Extra-Punkt,2023
Aachen Emperors,8.0,10,1-Extra-Punkt,2023
Aachen Emperors,8.0,14,First Down,2023
Aachen Emperors,8.0,1,Strafe,2023
Aachen Emperors,8.0,15,Touchdown,2023
Aachen Emperors,9.0,1,Strafe,2023
Aachen Emperors,9.0,2,Interception,2023
Aachen Emperors,10.0,49,Touchdown,2023
Aachen Emperors,10.0,5,Strafe,2023
Aachen Emperors,10.0,16,1-Extra-Punkt,2023
Aachen Emperors,10.0,17,First Down,2023
Aachen Emperors,10.0,3,2-Extra-Punkte,2023
Aachen Emperors,11.0,4,Touchdown,2023
Aachen Emperors,11.0,5,1-Extra-Punkt,2023
Aachen Emperors,11.0,7,First Down,2023
Aachen Emperors,13.0,1,Strafe,2023
Aachen Emperors,15.0,1,Overtime,2023
Aachen Emperors,15.0,1,2-Extra-Punkte,2023
Aachen Emperors,15.0,29,First Down,2023
Aachen Emperors,15.0,60,Touchdown,2023
Aachen Emperors,15.0,2,Strafe,2023
Aachen Emperors,15.0,23,1-Extra-Punkt,2023
Aachen Emperors,18.0,2,Interception,2023
Aachen Emperors,18.0,1,Strafe,2023
Aachen Emperors,21.0,1,Strafe,2023
Aachen Emperors,21.0,14,Interception,2023
Aachen Emperors,21.0,1,Touchdown,2023
Aachen Emperors,23.0,4,Touchdown,2023
Aachen Emperors,23.0,2,1-Extra-Punkt,2023
Aachen Emperors,23.0,2,Strafe,2023
Aachen Emperors,23.0,3,First Down,2023
Aachen Emperors,23.0,12,Interception,2023
Aachen Emperors,25.0,1,Touchdown,2023
Aachen Emperors,25.0,1,1-Extra-Punkt,2023
Aachen Emperors,25.0,1,Strafe,2023
Aachen Emperors,25.0,1,First Down,2023
Aachen Emperors,26.0,5,Interception,2023
Aachen Emperors,27.0,5,Strafe,2023
Aachen Emperors,27.0,18,First Down,2023
Aachen Emperors,27.0,14,Touchdown,2023
Aachen Emperors,27.0,11,1-Extra-Punkt,2023
Aachen Emperors,31.0,10,Interception,2023
Aachen Emperors,31.0,2,Strafe,2023
Aachen Emperors,32.0,3,Interception,2023
Aachen Emperors,33.0,1,First Down,2023
Aachen Emperors,33.0,3,Strafe,2023
Aachen Emperors,33.0,1,Interception,2023
Aachen Emperors,33.0,5,Touchdown,2023
Aachen Emperors,36.0,4,1-Extra-Punkt,2023
Aachen Emperors,36.0,11,Touchdown,2023
Aachen Emperors,36.0,7,First Down,2023
Aachen Emperors,37.0,1,1-Extra-Punkt,2023
Aachen Emperors,37.0,3,Touchdown,2023
Aachen Emperors,37.0,2,First Down,2023
Aachen Emperors,42.0,2,Safety (+2),2023
Aachen Emperors,42.0,1,Strafe,2023
Aachen Emperors,54.0,3,Interception,2023
Aachen Emperors,54.0,1,Touchdown,2023
Aachen Emperors,55.0,1,Safety (+2),2023
Aachen Emperors,59.0,2,Strafe,2023
Aachen Emperors,59.0,1,Interception,2023
Aachen Emperors,69.0,4,Touchdown,2023
Aachen Emperors,69.0,2,First Down,2023
Aachen Emperors,69.0,2,Strafe,2023
Aachen Emperors,69.0,1,2-Extra-Punkte,2023
Aachen Emperors,81.0,1,First Down,2023
Aachen Emperors,86.0,1,First Down,2023
Aachen Emperors,87.0,18,First Down,2023
Aachen Emperors,87.0,19,Touchdown,2023
Aachen Emperors,87.0,10,1-Extra-Punkt,2023
Aachen Emperors,87.0,3,Strafe,2023
Aachen Emperors,88.0,1,Strafe,2023
Aachen Emperors,88.0,22,First Down,2023
Aachen Emperors,88.0,23,Touchdown,2023
Aachen Emperors,88.0,1,2-Extra-Punkte,2023
Aachen Emperors,88.0,10,1-Extra-Punkt,2023
Aachen Emperors,90.0,1,1-Extra-Punkt,2023
Aachen Emperors,90.0,4,First Down,2023
Aachen Emperors,90.0,5,Touchdown,2023
Aachen Emperors,91.0,1,Interception,2023
Aachen Emperors,92.0,2,Touchdown,2023
Aachen Emperors,92.0,1,Strafe,2023
Aachen Emperors,92.0,1,1-Extra-Punkt,2023
Aachen Emperors,92.0,2,First Down,2023
Aachen Emperors,93.0,1,Interception,2023
Aachen Emperors,99.0,1,Interception,2023
Aachen Emperors,1.0,1,Strafe,2023
Aachen Emperors,3.0,4,Interception,2024
Aachen Emperors,3.0,1,Strafe,2024
Aachen Emperors,10.0,6,2-Extra-Punkte,2024
Aachen Emperors,10.0,4,Strafe,2024
Aachen Emperors,10.0,9,First Down,2024
Aachen Emperors,10.0,17,Touchdown,2024
Aachen Emperors,10.0,4,1-Extra-Punkt,2024
Aachen Emperors,11.0,3,1-Extra-Punkt,2024
Aachen Emperors,11.0,4,Strafe,2024
Aachen Emperors,11.0,9,First Down,2024
Aachen Emperors,11.0,1,2-Extra-Punkte,2024
Aachen Emperors,11.0,6,Touchdown,2024
Aachen Emperors,15.0,3,Touchdown,2024
Aachen Emperors,15.0,1,First Down,2024
Aachen Emperors,18.0,2,Interception,2024
Aachen Emperors,21.0,4,Interception,2024
Aachen Emperors,21.0,1,Safety (+2),2024
Aachen Emperors,23.0,4,Interception,2024
Aachen Emperors,23.0,1,Strafe,2024
Aachen Emperors,25.0,4,First Down,2024
Aachen Emperors,25.0,1,Touchdown,2024
Aachen Emperors,26.0,1,Strafe,2024
Aachen Emperors,27.0,1,Strafe,2024
Aachen Emperors,27.0,4,1-Extra-Punkt,2024
Aachen Emperors,27.0,7,First Down,2024
Aachen Emperors,27.0,7,Touchdown,2024
Aachen Emperors,31.0,1,Safety (+2),2024
Aachen Emperors,31.0,1,Strafe,2024
Aachen Emperors,31.0,8,Interception,2024
Aachen Emperors,32.0,1,Interception,2024
Aachen Emperors,36.0,13,1-Extra-Punkt,2024
Aachen Emperors,36.0,24,First Down,2024
Aachen Emperors,36.0,7,2-Extra-Punkte,2024
Aachen Emperors,36.0,3,Strafe,2024
Aachen Emperors,36.0,31,Touchdown,2024
Aachen Emperors,47.0,1,Touchdown,2024
Aachen Emperors,59.0,1,Strafe,2024
Aachen Emperors,87.0,2,1-Extra-Punkt,2024
Aachen Emperors,88.0,2,2-Extra-Punkte,2024
Aachen Emperors,88.0,5,1-Extra-Punkt,2024
Aachen Emperors,88.0,32,Touchdown,2024
Aachen Emperors,88.0,2,Strafe,2024
Aachen Emperors,88.0,12,First Down,2024
Aachen Emperors,90.0,19,First Down,2024
Aachen Emperors,90.0,3,2-Extra-Punkte,2024
Aachen Emperors,90.0,2,1-Extra-Punkt,2024
Aachen Emperors,90.0,15,Touchdown,2024
Aachen Emperors,90.0,2,Strafe,2024
Aachen Emperors,91.0,3,Strafe,2024
Aachen Emperors,91.0,1,Interception,2024
Aachen Emperors,93.0,2,First Down,2024
Aachen Emperors,94.0,1,Touchdown,2024
Aachen Emperors,94.0,3,2-Extra-Punkte,2024
Aachen Emperors,94.0,1,1-Extra-Punkt,2024
Aachen Emperors,95.0,1,Touchdown,2024
Aachen Emperors,95.0,1,Strafe,2024
Aachen Emperors,97.0,1,Touchdown,2024
Aachen Emperors,97.0,1,First Down,2024
Aachen Emperors,97.0,1,1-Extra-Punkt,2024
Aachen Emperors,99.0,7,First Down,2024
Aachen Emperors,99.0,1,1-Extra-Punkt,2024
Aachen Emperors,99.0,1,Strafe,2024
Aachen Emperors,99.0,10,Touchdown,2024
Aachen Emperors,99.0,8,2-Extra-Punkte,2024
AFC Königsbrunn Ants,7.0,1,Strafe,2024
AFC Königsbrunn Ants,7.0,3,First Down,2024
AFC Königsbrunn Ants,8.0,2,Strafe,2024
AFC Königsbrunn Ants,8.0,7,First Down,2024
AFC Königsbrunn Ants,8.0,4,Touchdown,2024
AFC Königsbrunn Ants,8.0,2,1-Extra-Punkt,2024
AFC Königsbrunn Ants,9.0,1,1-Extra-Punkt,2024
AFC Königsbrunn Ants,12.0,1,1-Extra-Punkt,2024
AFC Königsbrunn Ants,12.0,1,Strafe,2024
AFC Königsbrunn Ants,12.0,2,First Down,2024
AFC Königsbrunn Ants,12.0,3,Touchdown,2024
AFC Königsbrunn Ants,13.0,3,Touchdown,2024
AFC Königsbrunn Ants,13.0,1,1-Extra-Punkt,2024
AFC Königsbrunn Ants,13.0,2,Strafe,2024
AFC Königsbrunn Ants,15.0,7,Interception,2024
AFC Königsbrunn Ants,15.0,2,Strafe,2024
AFC Königsbrunn Ants,20.0,1,Interception,2024
AFC Königsbrunn Ants,24.0,35,Touchdown,2024
AFC Königsbrunn Ants,24.0,1,Interception,2024
AFC Königsbrunn Ants,24.0,1,2-Extra-Punkte,2024
AFC Königsbrunn Ants,24.0,10,1-Extra-Punkt,2024
AFC Königsbrunn Ants,24.0,28,First Down,2024
AFC Königsbrunn Ants,25.0,1,First Down,2024
AFC Königsbrunn Ants,25.0,1,Strafe,2024
AFC Königsbrunn Ants,25.0,1,1-Extra-Punkt,2024
AFC Königsbrunn Ants,26.0,1,1-Extra-Punkt,2024
AFC Königsbrunn Ants,26.0,6,First Down,2024
AFC Königsbrunn Ants,26.0,4,Strafe,2024
AFC Königsbrunn Ants,26.0,5,Touchdown,2024
AFC Königsbrunn Ants,26.0,2,Interception,2024
AFC Königsbrunn Ants,27.0,4,Interception,2024
AFC Königsbrunn Ants,27.0,1,Strafe,2024
AFC Königsbrunn Ants,27.0,5,Touchdown,2024
AFC Königsbrunn Ants,33.0,1,Strafe,2024
AFC Königsbrunn Ants,33.0,1,Touchdown,2024
AFC Königsbrunn Ants,35.0,4,Touchdown,2024
AFC Königsbrunn Ants,35.0,2,1-Extra-Punkt,2024
AFC Königsbrunn Ants,35.0,3,First Down,2024
AFC Königsbrunn Ants,55.0,1,Strafe,2024
AFC Königsbrunn Ants,55.0,1,Interception,2024
AFC Königsbrunn Ants,56.0,2,Strafe,2024
AFC Königsbrunn Ants,56.0,1,Touchdown,2024
AFC Königsbrunn Ants,56.0,2,1-Extra-Punkt,2024
AFC Königsbrunn Ants,56.0,4,First Down,2024
AFC Königsbrunn Ants,61.0,2,Touchdown,2024
AFC Königsbrunn Ants,61.0,1,First Down,2024
AFC Königsbrunn Ants,61.0,1,Safety (+2),2024
AFC Königsbrunn Ants,61.0,8,Interception,2024
AFC Königsbrunn Ants,61.0,1,Strafe,2024
AFC Königsbrunn Ants,63.0,1,1-Extra-Punkt,2024
AFC Königsbrunn Ants,63.0,1,Touchdown,2024
AFC Königsbrunn Ants,63.0,7,First Down,2024
AFC Königsbrunn Ants,73.0,2,Interception,2024
AFC Königsbrunn Ants,79.0,3,Interception,2024
AFC Königsbrunn Ants,84.0,1,Strafe,2024
AFC Königsbrunn Ants,84.0,2,1-Extra-Punkt,2024
AFC Königsbrunn Ants,84.0,1,Touchdown,2024
AFC Königsbrunn Ants,84.0,1,First Down,2024
Amberg Mad Bulldogs,0.0,10,Touchdown,2024
Amberg Mad Bulldogs,0.0,2,Interception,2024
Amberg Mad Bulldogs,0.0,1,2-Extra-Punkte,2024
Amberg Mad Bulldogs,0.0,5,Strafe,2024
Amberg Mad Bulldogs,0.0,10,First Down,2024
Amberg Mad Bulldogs,7.0,2,Touchdown,2024
Amberg Mad Bulldogs,7.0,4,Strafe,2024
Amberg Mad Bulldogs,7.0,1,First Down,2024
Amberg Mad Bulldogs,9.0,2,Interception,2024
